content;score
"Not much to say here. It's good. Pros • Syncs with your PC via the cloud. A must have nowadays. • Interfaces with OneNote via links in the ""Add File"" section. I use both - that's good. • Displays schedule on mobile home screen. I find Task display best for mobile and Planner display best for PC. • Subtopics are nice if you have a list of things that need too get done under a main topic. • Alarm set separately from due date • Color change or separate listing for overdue items. [I love deadlines. I love the whooshing sound they make as they go by.] Cons • No snooze on mobile. Mobile - alarm rings once (softly) and does not repeat for that notification. It would be nice if you could set it to go off every 10 minutes or so until you tell it to shut up. It does leave notifications in the notification bar. • I don’t see any way to set alarm sound or duration or volume on mobile.";1
Changing from wunderlist I was concerned it wouldn't be as good. I'm increasingly appreciating this app. Seems big improvements were made to it to reflect some of wunderlist best features. Thanks for the work put in to achieve this.;1
I like it. My go-to to-do app. Would love custom sorting. Web portal needs to be more consistent with app. Would love ability to easily drag/drop pictures into notes. I mainly use this, OneNote and Google Keep. Easy picture snags would make it almost perfect. Maybe added organization with oprional folder structure too.;1
Fantastic task list. They took the best of Wunderlist and improved on it. The only thing I'd like to see is a change in the default reschedule options. It always provided the same options that I really use. I'd love it to earn from my previous rescheduling. It would save a lot of clicks.;1
Very straightforward tool...easy to use.....which makes it a strong personal organizing tool. Half the battle is using a tool to get organized, focused and productive and the simplicity of this tools ease of use makes it very powerful!;1
Great app. I just wish it could be more interactive such that memebers in a shared task could chat among them selves without leaving the app;1
The last few updates have the functionality going in the right direction. Well done MS keep up the good work.;1
#Update: The feature to sort alphabetically the COMPLETED tasks is back. Thank you for listening. Last review: After the last update or so, an important feature was removed: Being able to sort alphabetically the COMPLETED tasks in a list. That was THE feature! Why in the world Microsoft removed this feature? That was a TERRIBLE, TERRIBLE decision. I really hope it returns soon otherwise I'll need to look for another app.;1
I like it because I liked wunderlist. However, i hate that it's Microsoft account based. Let's face it, we don't use microsoft apps that much so I can never remember my password. It's a hassle during times when the app logs out for some reason. It was so convenient when it was google based before and all i'll have to do this is click sign it with google and voila.;1
It's free and does what most other to-do list apps can't do. For one, you can get reminders which you'll have to pay for if you use Todoist. I loved Wunderlist and now that Microsoft bought them over, I get the Wunderlist experience and some more. I like how Microsoft To Do integrates with Microsoft Planner and Microsoft Outlook. It makes organising my tasks a whole lot easier. Only thing I would add is tags. That would make this app perfect.;1
Excellent to-do list application. Syncs reliably and allows me to add and check off tasks from my phone or my computer easily. The only feature lacking is the ability to assign a time of day, not just a due date, to a task. Sometimes I have tasks that need to be done by a certain time (e.g. online assignments) and it would help if they could be organized automatically in order of time of day they are due on a particular day. Other than that, no complaints at all! 10/10 would recommend.;1
This is likely one of the best built Microsoft apps on every platform, if not the best. Fluid and fast, easy to navigate, clean UI, and very functional. It's a shame there's so much inconsistency with Microsoft's app development because the other teams should take note.;1
Decent job replacing my beloved Wunderlist. Thanks for implementing most of the useful features that I loved in Wunderlist!;1
Increase text field length of add step. Allow reordering of steps Change add step to simply add. Also add task to add or have custom field in setting to define what you are adding eg add word if list of words. Getting better. New items at the top completed at the bottom. Working with it again now.;1
I used the previous app, called wunderlist and liked it very much. This newer version serves the key purpose of managing and creating several task lists. You can organize your task lists by nesting them under categories that you create. Good: > Able to collaborative lists with your spouse, or others, once you invite them via email > Can set reminders > The Microsoft To Do list version home page called, 'My Day' gives a nice overview of your tasks Bad: Please make it simpler to edit lists;1
Overall perform as the Wunderlist, some improvement that can make it a 5star: 1) at the completed task list, have the option to show completed task list segregated by dates instead of showing the whole chunk. Need to know which day complete which task in a easier way. 2) Under Planned, segregate the task list base on each week (including past weeks and future weeks of unfinished task), instead jus only show the current week. This will give immediate bird eye view of each week plan tasklist;1
I just downloaded this yesterday and I am enjoying this app so far. Especially the sound after you finished a specific task. I am happy that I found this app. I will use this for work and everyday goals. Thanks! 😊;1
"Surprisingly decent app from Microsoft. Syncs on Android and Windows. Able to make multiple lists. Nice design. Easy ways to add additional items. Wish there was a option for ""tomorrow"" list that would auto move to my day list on the next day. A way to remove all completed apps in a list or multiple lists at same time would be helpful.";1
Well, its a nice app. Simple, possibly simplest it could get. I enjoy using it and also helped me a lot. But the app could do more with reminders and also the look of it. Reminders could be with alarms and also the looks can be a little more detailed. Would be a lot better if we had better home screen with icons and graphics instead of lists etc. I would have given 5 stars if it had more looks and graphics to ease out the stress instead of lists of letters and tasks ......;1
"A number of features are still needed: 1. allow copying of steps from one task to all tasks in a list, may be even in other lists as well 2. allow ""sort by"" assignees within a list 3. allow using ""@"" to mark a specific assignee in the ""add note"" field of a task and that person can receive a ping in his app 4. add feature where the owner of a list can see all lists/ tasks assigned to a specific persons 5.add the feature of allowing the owner of lists to see the work done by assignees on that day";1
I am enjoying the grouping of lists, the dark mode and the recurring tasks my only frustration is that if i'm offline and I click complete on a repeating task the next instance doesn't show up. I have to be online when I click complete for the task to change it's due date to the next instance and I don't want to always be online when completing tasks. I haven't found anything else wrong with it for my needs.;1
I made the switch from wunderlist and its basically the same, w/ some extra features. One thing I'm missing tho is the widget wunderlist had, like the search bar for quick adding of a new note. It does have the option to have that when pulling down the screen for settings. But i preferred the wunderlist widget. Otherwise it's great :);1
Good app to manage list out plan and review your to do. It works like a dashboard and main thing is you can assign the work to your team mates. It includes the features like adding step by step within work and comments and not only that but we can attach the related documents as well. Only the face view there should have been option to see as tiles and the work list should show the time as well. Currently we can see only the list of today tom but the time reflected there would make more useful;1
Been using this app for a while as an University student and I am more organized than ever, however there is an issue that bothers me. When reminding a task on Desktop To Do or Online version it does not update on the mobile version and does not remind unless I manually open the mobile version so it updates the reminder. Other than that, I have just what I need.;1
Good reskin of Wunderlist. Bonus for keeping it ads and cost free. Still buggy with repeated tasks. When a repeated task is completed, sub-tasks don't always reset. And kept Wunderlist limit to only one level of sub-tasks, which I hope you will improve.;1
"Great overall. Annoying that notifications can't be more fine tuned. I would like to be able to choose the type of notifications as some are very useful and others are just irritating eg ""yesterday you only complete 0 of 3 tasks""";1
I like this app a lot its simple, clean and free. However it doesnt hold a candle to Nine and desperately needs a dark theme as well as some translucency options for the widget. Additionally there's no way to filter by status. Is it too much to ask a productivity tool to be able to display things by status?;1
Its really a good app. Worth using. Everything is fine but I found a problem : it notifies tasks with a notification sound not a music tone. So one not even know if it has notified if the person is a bit far away from the phone. That's it.;1
Works fine. But, a glaring let down is the lack of tags. When your tasks grow and multiply, there should a way to find the tasks that you are trying to get at. There should be a way other than search to find your tasks. Tags are a must.;1
Love it, especially the shared lists. Taking one star away as I think a search function could be a great addition for long lists. So you don't have to scroll down through to find an old item;1
My wife and I use this for grocery lists, household needs, Christmas/gift lists, to do lists, and we share them seamlessly across both Android and Apple platforms. I would give it five, but moving from Wunderlist to this made us create new lists and our old lists stopped syncing.;1
The app does what it says across devices. Would love a feature to add colours to the list to sort them out as per urgency. Another feature could be to give formatting options for text for additional notes within a set task.;1
"The newly revamped planned section is a definite improvement (showing current and overdue tasks). although the the new planned all section is great, i still feel like I miss having the week view, including overdue tasks. having that view helps narrow my view. I also feel that reminders are still finicky. I miss the wndrlst function that auto assigns reminder on same due date. recurring notifications dont update with new date keep up the good work and i hope to see an update to ""this week"" view";1
Good experience except that once I tried to return something to the main list and it wouldn't go. It showed on the checked list but when I tried to return it it wouldn't go and finally disappeared. And I can't figure out how to delete an item altogether.;1
Very useful but let me remove ads! Or at least dont allow noisy video ads.;1
It's so useful! My husband and I can collaborate on the grocery list, household to-do's, baby name ideas and more! Minus one star for the less than intuitive way of deleting items and lists, and it would be neat to be able to have subcategories within lists (i.e. separating the grocery list by department).;1
The only thing missing is the canvas view, so I give a 4 of 5. Other apps that I used before you could have libraries/folders/projects on a mosaic view. My conclussion is that it's a great app and I most love the option of My day, makes really easy to identify and list task that you would like to deal with on the day.;1
Excellent replacement for Wunderlist! A nice feature would be to automatically delete completed tasks from certain lists...or an option to print only the active list. On my iPad I nearly hit print with 400 pages of completed tasks! Other than that it's perfect.;1
We used to use (Wunderlist) for the past few years as a printing house team.. We switched to (to do) all is good.. Only 1 small issue is not available.. And it's a bit Important (SORT BY ASSIGNIES) If this can be fixed it would have been much better.;1
Truly amazing app for me. This is exactly what I needed. The colors and themes make me finish my tasks actually. I'll ask you to have the option to set theme from our gallery. Thank you;1
If the Important list can be sorted by Category, that will be great! Wunderlist used to have this function, I don't why it has been moved... 😌 Otherwise, fairly good app!!! Thank you 🌻;1
Good, handy app. I use it all the time. I liked its previous incarnation Wunderlist better because the home page didn't start with the annoying, unremovable five categories that Microsoft added. Believe it or not, there is life outside of work for a lot of people.;1
Loved the app. It's so simple. I have been searching for such simple app, for this tasks thing, for years. Just one thing. Please show 'creation date/time' of each task when the tasks are shown in the tasks list. It will just make it perfect.;1
Nested of a single task is an amazing features. Has a slot to update the widget's layout, design, features. 'My day', separating the the list as a new day is also great that sort the task list everyday.;1
It's a wonderful app, good UI and super easy to use. I do wish that you were able to upload your own pictures for the list themes and that the notifications all showed up as 1 instead of individually. 👊👍🤙;1
Necessary. Needs a little more life and interaction to its graphics;1
Please allow to set the time on the due date so the tasks can also be sorted by time. Overall great performance on all my devices.;1
The Microsoft To Do List app has helped organize my daily activities and it's not so overwhelming, anymore, having a lot to do. I just add the task(s) to the app and I can come back to remind myself of what I have to do. This is definitely one of the tools in my daily arsenal.;1
"Good but it could be much better. Tick tick can serve as an example for exelent scheduling. Suggestion 1: Automatically add task to ""today"" category according to due date or reminder date Suggestion: 2. In the ""important"" and ""Today"" category add option ""sort by group name and list name. Suggestion 2: Calendar integration or calendar view";1
I love it... I was looking for something like this for a long time. I love that I can organize my list in any way I want too. I love that I can add colors, thems and mark task done without delete it. The best of all is I can share not only by text but also by email!!;1
"Great app, just as its predecessor, Wunderlist. I wish we could move subtasks to other tasks though. Also the use of the ""Add to My Day"" feature takes some time getting used to. I still haven't.";1
I love this app ...have been using it since a year & still going ahead ....but I would appreciate if we can add one more thing ....>> Can we put the Daily Calendar Timings in MY DAY tab so it becomes easier not the Put My day Tasks into my Calendar for daily scheduling. Hope we can do this ! Thanks RJ;1
It's a good little app, I just wish that the tasks reset themselves if they are set to be done daily, and are not completed. I don't know how to fix that (besides the obvious saying they were done when they were not).;1
I used Wunderlist in its prime and this looks like a smooth updated version with backing from MS. The opening page is different but it's functional as it can be. I also like that it links to my Outlook Calendar to give me that extra reminder.;1
"When deleting or ""accidentally"" deleting a task, it doesn't prompt me to confirm deletion even though I have ""Confirm deletion"" option selected in settings. Please fix. Thank you.";1
The integration with the calendar and options to enhance the entry is excessively useful. It helps to keep track of multiple issues without having to use a complex Gannt chart or spreadsheet.;1
The best To-Do App ever🤩.. Just please add custom themes options to add more backgrounds or unsplash integration so I can choose more backgrounds..;1
Great app. I am using it for my school work and personal life. What it is lacking in is colour coding for my subjects. It would really be useful and save time for writing lists and visually differentiate tasks.;1
Awesome! Use it for all task & list management. Great to use it for work & personal tasks and lists for grocery shopping as well. Love it. My kids love it as well.;1
This application is as good as wunderlist. Only thing MS login is a difficult part while using from office system. You need to keep login in office. In wunderlist this problem was not there.;1
Just got the app so rating may change. I would like to be able to add ppl to a Group and therefore all lists under the group would automatically be seen by the group. This would make things more efficient. Thank you.;1
Works as intended and I like the customisability. Only reason for 4 stars is sometimes the other user of the same list or I have some items missing. Therefore the syncing doesn't always work 100%;1
Good to do list... sometimes it has some issues of sychronisation between other applications (such as Planner). All in all I would recommend it, sspecially if you're on an Office 365 account... or a Microsoft user.;1
I really like the app, it doesn't sync as well as Wunderlist with my husband's device. He has two Microsoft accounts (one for business) and we can't figure out how to consistently use the personal MS account for To Do.;1
Almost as good as wunderlist except for a few things. Installation is not seamless. Had repeated problems of login. Secondly sorting of tasks by assignee has been removed. That was a very helpful feature.;1
After years of using Wunderlist, I was sceptical, but to my surprise and delight, it works just as well and provides what I need. I haven't tried too many of the features, as I have simple needs, but for my purposes, works well;1
Helps me get the jobs done;1
Good experience better than before;1
If I move a task higher in a list. Same task should also get higher in My day list also.. That's it.. Thumbs up to microsoft...;1
I use this and Google keep religiously for my business and personal activities;1
Really is a great tool. Needs a way to export to excel and time tracking per task.;1
Fair;1
Good Wunderlist Replacement;1
Please allow to set the time on the due date so the tasks can also be sorted by time. Overall great performance on all my devices.;1
Good;1
So far so good;1
It does organizes of my daily tasks . but I needs improvised on notification section. But overall exquisitely done.I was always waiting for app like this keep going!;1
Could have more option;1
It doesn't remind you for weekly or daily tasks if you don't tap on 'done' circle. Please fix it to remind us although we don't tap on first day's tap to make it done;1
If Google Calendar integration was available with this app, it'd be loads better. Apart from that it's great. I've been using it for a while alongside other apps like Anydo and Todoist. They have a few features that I hope Microsoft builds into this app, but on the whole, I like this the most. It's simple, you can export your lists, and you can create steps for tasks.;1
Great app. I just wish it could be more interactive such that memebers in a shared task could chat among them selves without leaving the app;1
Easy to use;1
Good synch from platform to platform;1
Easy to use;1
It's could be better if have something like labels;1
No trash bin. No back up option. If you accidently delete. Its gone;1
Almost perfect.. only two things still missing: category (one taks can be appear in multiple list) and scheduled task can be displayed/appear in calendar on the date of completion target.;1
Please give us more background pictures . Overall this app is better than any To-Do list app present in play store.;1
Helpful with sorting out my day;1
Does what it does very well. This review is with mixed feelings because, I feel the user interface of Wunderlist is better...;1
Easy to use.;1
Super helpful for tracking things.;1
I have been using this app for a week now. It is wonderful. However few suggestions, manager i should be able to see how many assigned task is given to the college;1
The best To-Do App ever🤩.. Just please add custom themes options to add more backgrounds or unsplash integration so I can choose more backgrounds..;1
Good basic list maker. There were many updates made since its inception and I look forward to what lies ahead. It is missing the ability to organize your lists and folders alphabetically. Also it's odd that when I'm moving a list, it gives me all the other lists instead of the folder. I'm sure this will be corrected soon.;1
The last few updates have the functionality going in the right direction. Well done MS keep up the good work.;1
Excellent work done by the Microsoft team, really wonderful. Just want a few upgrades, have an option to set a particular list or smart list as home-screen i.e. whenever we open the app we are directly directed to our selected list. And other is that make the app icon interesting, it is very much simple.;1
Ok;1
Foes the same job as wunderlist but functions better.;1
I don't miss Wunderlist. This app is great. The only thing it doesn't have is integration with Google Assistant. That would be great. Otherwise this is super.;1
Necessary. Needs a little more life and interaction to its graphics;1
It is much easier to organise tasks using this app.;1
"Would you please add ""confirm before swiping left to delete a task"". Sometimes I just accidentally swipped a task and I didn't notice, and the task just disappeared.. Besides, it would be wonderful if To Do is able to assign both start-date and end-date to a task. Thank you!";1
This is difficult to manage. I like my old wunderlist better;1
Very useful but let me remove ads! Or at least dont allow noisy video ads.;1
Great way to keep track of everything I have to do. I can create different groups of tasks and then select items from each of them to add to today's list and the ones I don't complete are easily seen tomorrow when creating that daily list. I just wish I could prioritize with numbers (1, 2, 3 ...) and not just stars.;1
It's handy and simple. Overall great experience;1
Gostava mais do Wunderlist.;1
Changing from wunderlist I was concerned it wouldn't be as good. I'm increasingly appreciating this app. Seems big improvements were made to it to reflect some of wunderlist best features. Thanks for the work put in to achieve this.;1
Of all the apps out there to plan tasks and meetings, i like this one the best.;1
When I enter in the task, I need to view it in full window. You're not giving this opportunity. Because of that, I cannot see it as i see in outlook: full information. The right colum is missing... Please, allow tasks view in full window.;1
It is easy. Would love to have more sort options. But I keep a lot of lists and keeps me organized.;1
I am not able to link my gmail and Yahoo emails with it. If this feature is present please have a look at the problem and if this feature is absent please add it it makes tasks more easier.;1
Will give 5 stars if less loading lag;1
Good app. They finally fixed the major issues around linking it to your Outlook account. I like the My Day functionality. Adding subtasks works great! Works on all my platforms seamlessly. Allows and remembers user sorting of tasks for those that go in an order. Very well done!;1
Best Todo list app, still had areas for improvement, but I haven't found anything that is better.;1
Decent job replacing my beloved Wunderlist. Thanks for implementing most of the useful features that I loved in Wunderlist!;1
"Great overall. Annoying that notifications can't be more fine tuned. I would like to be able to choose the type of notifications as some are very useful and others are just irritating eg ""yesterday you only complete 0 of 3 tasks""";1
Use it all the time. Its my Diary;1
Maybe I don't understand the purpose, but Starred Items still do not appear on the top of my Planned list. I reported this months ago and was informed it was being worked on but multiple upgrades have occurred and checking the option, does nothing to the position of starred items. I have swapped the switches and reinstalled app.;1
Good app, use it on laptop and mobile device. Suggest to add option to export all (incl completed) to Excel or csv.;1
Much happier since the sync was fixed 👌;1
It's a great app I absolutely use it on day to day purpose .... It has some great features and is ver useful . If you are like me who have a lot on thier plate and forgets it then it's a must try;1
I don't care;1
Hope we can change the fonts' COLOR while we pick a picture theme.;1
Very good...;1
I'm Loving the experience so far!! Just fo future updates could you guys please allow this as a default Google assistant task 🙏;1
Didn't used to be a good replacement for Wunderlist, but now it's close. Navigation and UI are great, lists are very useful and easy to organize. My only beefs are lack of control over notifications for shared lists (notification every time a list item is added, completed, etc.), and with Wunderlist you used to be able to invite people to a shared list without using a 3rd party app if they were already a user... annoying to have to text/message links when i've previously shared lists with...;1
"Great way to organize my tasks. I wish that the ""My Day"" flag would highlight or move to the next day if I didn't get to it today.";1
Big fan of to do lists.;1
I didn't use for a long time that's why I did not give it 5 stars, it is simple and practically great;1
Really helped to keep my life organized.;1
I was very close to give 5 🌟 but there must be some more background photos, or atleast feature to add our own photos. And it must contain some sound tones for the reminder but the rest is great;1
I miss Wunderlist, but once you get To do register on your devices it works smoothly. Really I like that I can edit lists offline.;1
Overall good but please bring back Smart Dates and Notification Counter;1
I just downloaded this yesterday and I am enjoying this app so far. Especially the sound after you finished a specific task. I am happy that I found this app. I will use this for work and everyday goals. Thanks! 😊;1
Simple and Elegant.;1
Good interface;1
Finally something good 👍;1
Very easy to use Not complicated;1
pretty good... asking me to rate too early. so, only 4 stars as i have evaluated only a small portion of the app.;1
Very straightforward tool...easy to use.....which makes it a strong personal organizing tool. Half the battle is using a tool to get organized, focused and productive and the simplicity of this tools ease of use makes it very powerful!;1
Good but still needs improvements. At least, it should be able to give high priority to task at the moment of creating them.;1
Very excellent, well organised!!! I suggest that more themes may come soon❤️;1
I like it very useful;1
Its great;1
It is great! It will be even greater if it was integrated with the outlook app..;1
Quality of good is working Microsoft to do : List;1
A good app, gives me the chance to save my completed tasks amongst my documents on windows for easy recall at a later date when I've got to repeat a task some time later. The negatives are: 1. on each task, any text entered on 'next step', doesn't show on the task in Microsoft Outlook. 2. There is no way of categorising your tasks, other than creating folders and switching between folders. 3. Woking with attachments on tasks using my Live mailbox is diffacult, attachments can't always be opened;1
My day - the great feature. I'm missing messages from Wunderlist :'c;1
I think it seem to fine.;1
Good;1
Very good;1
Only disadvantage is, that not everything is sortable;1
The integration with the calendar and options to enhance the entry is excessively useful. It helps to keep track of multiple issues without having to use a complex Gannt chart or spreadsheet.;1
Very good. Probably 5 stars when I learn all its tricks;1
It's so simple yet soo good. Would love it even more if it has built-in pomodoro feature.;1
Great help every day;1
Inform and remember automatically in this app good;1
The app does what it says across devices. Would love a feature to add colours to the list to sort them out as per urgency. Another feature could be to give formatting options for text for additional notes within a set task.;1
Needs some more functionality and integration with PC, but good.;1
Really helped me to organise myself. Give it a try;1
Quite user friendly.;1
It's pretty good just few features to be added for it to be even more better eg. Sharing tasks, adding sounds to the notifications popping up. Otherwise I love it;1
Almost as good as Wunderlist. The only thing I would change, and this is very minor, is that every time I open the app, it goes automatically to the last list I updated, instead of to the main list of lists. That's my only pet peeve. My husband and I share grocery lists, Home Depot lists, etc through this app now that Wunderlist is gone, and it's very useful and user-friendly.;1
This is what I wanted from long time, best app to sync with both my (Win 10) PC and smartphone. Customized lists (My Day, Planned, Imp. etc) + sorting orders both are best. Scheduling is awesome. Everything what I wanted. Notification for PC is good. (Please fix notification for android, it will be better if it notify like alarm - need user attention to snooze or off - and user can add their own notification tone also). Please don't remove any other thing. I loved the app for both PC+Android.;1
I tried this out on a whim, thinking it was just another todo app that's been done a thousand times over. So far I'm finding it really simple to create lists and track tasks, which, as a result, actually has had a great impact on my mental stress by being able to organise my tasks and ideas in one user friendly place. I'm super happy that the mobile app syncs with the desktop app so that I can add things via my phone, forget about them, and action them when I'm at my PC the next day;1
Really simple and easy to use. I thought it was gonna be a ripoff like all other to do apps but its by far the best imo. Keeps my schedule on track and makes me finish work faster. Would be great if we could change the theme photo with our own;1
I have been using this app for almost one year. this is must have app for avoid forgetting important things. One important feature I like is Widget. whenever I open my mobile it will always reminds me.;1
Great improvement from my old time favourite todo list app WUNDERLIST.... It has all the basic old tools + very improved new look.. Wow.... Thanks Microsoft... You really wisely picked the best todo list and turned it into a master pcs....... 5 starts from me.;1
Was a big fan of Wunderlist that I even used at work with my team. Was worried about a move over and possibly losing features, but I'm impressed and very happy with this new iteration.;1
I use it daily to organize exercise routines, my diet, things i don't want to forget with reminders, preparing for my wedding, daily reading, list of places I've applied to in job searching, and more.;1
Great app for organizing To Do lists. Allows task lists under each item for more detailed planning Even has a Project section for more high level planning. Very user friendly. No ads.;1
Exceptional and meticulously developed app!! Has all the necessary features and I am saying it after trying almost every good organiser app on Playstore. Kudos to the developers and Microsoft.;1
Great all around To Do App. I have tried many apps for this purpose and this is the best one by far. Nice feature sharing lists with other people.;1
It replaced Wunderlist for me and is very much like it. Transfer of data to To Do worked well. Had to get used to new but other than that works well.;1
I originally started using wunderlist in 2013. I have loved it ever since and the transition was so easy, no effort at all. I use it every day to keep track of thoughts, plans, goals, recipies, not just to dos. I recomend it to anyone who needs to write things down. Its user friendly, and this comes from a technophobe. i enjoy that i can personlise its appearance (to a certain degree). I love the lists with the ability to subdivide, and share. It really makes my life easier.;1
"I've literally only just downloaded this app, but I already loooove it. So easy to use and very helpful. You can break down tasks into smaller tasks, which is very very nice and you can easily order tasks to organise them. I like how you can add tasks from different sections into ""My day"" as I like to have a big long list of everything I need to do and then choose what I'll be doing for the day. I love the layout and its customisable with colours and emojis. Simple but efficient.";1
Very convenient app. Surprising number of features. Much better than just writing tasks on a notepad.;1
Absouloutly Amazing! I am a very list oriented person, and this app is such a great and handy app to keep everything in your life organized, from work jobs to household chores. The one thing I would improve is the design. It doesn't have a very aesthetically pleasing format. But other than that, I would not change a thing. Thank you Microsoft!;1
Finally! The supplement to the Outlook app. Integrates well with creating tasks and flagging emails. I'm finding it faster to manage tasks from my Note 10 over the normally used desktop version. I'm now able to manage from my mobile device without being strapped to my laptop. Nor do I have to wait to boot up laptop to process emails, thought, or create tasks. Thank Microsoft for increasing my production. I just started using it today and excited for future use while working from laptop.;1
I use this app for not just for to-do lists but paperless shopping lists as well. I categorise all my tasks into different buckets, then at night or in the morning, I go through each category and 'star' the most important & urgent tasks so they appear in the 'Important' list, so I know what to focus on for that day and I can ignore the rest. It's really mentally calming.;1
Unbelievably helpful. This is probably the best productivity app currently in the store. I do have a list of improvements for Microsoft but even as it is, it's an easy 5-star. It also works seamlessly across PC and mobile, across multiple users. I do wish Microsoft would enable in-app messaging and link to phonebook. That would make it unbeatable.;1
Seems to have implemented most of the best features from the Wunderlist app they acquired last year. It's easy to add tasks and move them from one heading to or rearrange them in any order. It's easy to rename tasks or revise headings. It's easy to dismiss tasks and to restore them. I'd like to be able to use my own photos in the background, or to have the full set of photos available from Wunderlist.;1
I love this app! I created lists for Amazon items I want to order, groceries I need to buy, things to do (with deadlines), a wish list, etc. I also share these lists with members of my family so I don't have to ask them to tell me what they need (or if they've used the last of an item) from the store. They just automatically add it! So helpful!;1
Very useful app for maintaining regular 'to do' lists. Adding a task is a breeze. The best thing I love most is YOU CAN ADD SUBTASKS WITHIN A TASK. Like if you want to finish a task in 4 steps, you can add each step as a subtask, and each can be marked as completed or not. You can sort the priority of a task by long pressing it and moving to the desired spot which is cool. And swiping a task towards left side deletes it, which is also cool. Super useful app for finishing your daily tasks.;1
Love this app so much!!. I deal with a lot of procrastination, and it's been two days so far that I've been consistent with my schedule using this app. Genuinely didn't think that I would be able to pull off a schedule, but this app has made it much more simpler. I'm really glad I found this app!.;1
Very efficient for if you have many tasks at one time. I have this app on 3 devices, I can check off my list on any 3 as it syncs. Love it.;1
Latest version broke completed list sort. Used to work for the longest time. Was very useful. Now not so much. Fixed now. Thanks.;1
The best way to manage your schedule with this app.. I m already in love with this application. would highly recommend to you too..;1
I absolutely love this app! It's very simple UI makes me want to open and plan my day every single day. Great job MS;1
Great tool for coordinating between family members! I love being able to share lists so everyone is on the same page.;1
The App is just awesome. Loved it. Very useful for daily planning and keeping records of day to day work. Nice app. I am using it for past one month. Those who are searching for a good app for day to day work purposes, must try it. It's completely ad free..;1
Like all the other users of Wunderlist i had no choice but to switch. It took time to figure out how to be able to create lists without having to have due dates & reminders-shut them off in settings. I already had a Microsoft account which I used to sign into Wunderlist so I used it to automatically sign into To Do. That made it easy to import the Wunderlist lists to To Do {pop up at bottom}. I panicked at first but I was able to figure out how to use To Do in about an hour after installing it;1
easy to use and organized, i hope you will add task completion time stamp so i would know when did i accomplish the task. i also add an attachment captured via camera but unfortunately when i reopened the task i cant find the attachment. This is a very useful app, if you are a secretary or someone who does a lot of things you must try this. This will make your life easier;1
I love it. I don't use many Advanced features but for a simple note-taking app that syncs with my laptop and my phone quickly this is great Before I was using Wunderlist. It shut down and I got transferred to here and it moved all of my data seamlessly. Before that was Astrid and they also moved over all of my data. Hopefully this one doesn't shut down;1
Seriously, this app is easy to use yet so useful. The workflow is smooth and user friendly, thumbs up.;1
I only really use this as a to-do list after wunderlist stopped. This app is good. You can easily share and print lists. There is a lot more to it, but for my needs it is perfect. Only downside is that you need a MS account to use it, this is so it can sync to your pc.some people might not like this, bit it doesn't bother me. Edit: now that you can group lists together, this app is great.;1
After years of using Wunderlist, I was nervous about moving over to this new app, but I should've known I had no reason to be! When it first moved over, my only complaint WAS that new tasks only went to the bottom instead of the top of the list, but they fixed it almost immediately. Any complaints you have they're quick to take care of. I love the additional features they didn't have in Wunderlist, ease of use, and how easy it is to share lists with my husband and use for work. Excellent app!;1
Easy to use, I just use the most basic functions, for almost a year I have had no glitches.;1
We used this app to update grocery items as a family & bring whenever we need. Since this sharable app this will help us to save money by bringing only required grocery items;1
This is an excellent app for keeping notes, tasks, and lists, and for collaborating with others. It's smart, sleek, intuitive, and easy to use. My favourite aspect of it is that an app icon appears in the status bar, and one click opens a small text box for adding a quick note. This is much easier and faster than Google Notes, which I have been using, and that itself is an excellent app. I fully recommend this app!;1
"Love this app. Very useful for capturing all my to-do items. I like that you can share lists with others working on the same projects. They get notifications for completed tasks and can assign you tasks as well. Helpful to avoid micromanaging from others or yourself. I wish that there was an easy way to move tasks to the next day from ""My Day"" if not complete. Also, reminders are not set automatically for recurring tasks.";1
"A To-do app well worth a five star rating. There was some issue with shared folders at first, but that seems to have been resolved. The only thing I would request is a way to monitor ""failed"" tasks. I would like to keep track of my habits, but it's not a habit tracker, so I don't begrudge it for that. Also, Google Calendar integration would be nice, but I also understand why that isn't available. Response to developer: ""Second try"", I haven't stopped using it. The app is excellent.";1
I still need a sound reminder Your sound reminder is still functionless. It only works when the app is running, I don't see any importance. The reminder, if am supposed to guess,ought to work when I'm doing other things for it to remind me. I mean, it should behave like an alarm. Kindly check on that because as of now am wasting a lot of time, or maybe I should find another app;1
For someone with ADHD who forgets things constantly (minute by minute), having an app that syncs across any device I want (PC, phone, work computer, etc) is a huge benefit. Think of some random thing I want to do? Add it on the phone, and then I can see it when I go to my PC next. It's a pretty darn good free app. It syncs with Outlook, too, for those of us who use it for work or whatever.;1
"I was a user of Wunderlist but then MS bought them out and transitioned to TODO. It's about the same, at least for the features I use/used. I like that my wife and I can share lists and assign tasks through it. I haven't checked to see if it offers location features - that was a feature I liked from the similar ""G"" based offering.";1
Really sad that Wunderlist is now gone because I've used that for YEEAAARRSSS, but thankfully this new Microsoft To Do is nearly the same. My only complaint is that it's hard to copy numbers because it instantly auto opens to dial. Other than that, this is still the best list app for me.;1
This is amazing! Exactly what I've been looking for. Funny I didn't think about a Microsoft app while searching for a to-do list app, they have everything you need. ESPECIALLY WHEN LOOKING TO ALWAYS BE UP-TO-DATE with your files on all of your devices. Thank you!;1
